00AR               20211111                                                                                   
0601ARG9N       20220101000235100000005000 0000000030000401   
0601ARG9N       20220101000240100000005000 0000000030000421   
0601ARG9N       20220101000245100000005000 0000000030000441   
0601ARG9N       20220101000250100000005000 0000000030000460   
0601ARG9N       20220101000255100000005000 0000000030000478   
0601ARG9N       20220101000260100000005000 0000000030000495   
0601ARG9N       20220101000265100000005000 0000000030000512   
0601ARG9N       20220101000270100000005000 0000000030000528   
0601ARG9N       20220101000275100000005000 0000000030000544   
0601ARG9N       20220101000280100000005000 0000000030000559   
0601ARG9N       20220101000285100000005000 0000000030000574   
0601ARG9N       20220101000290100000005000 0000000030000588   
0601ARG9N       20220101000295100000005000 0000000030000601   
0601ARG9N       20220101000300100000005000 0000000030000619   
0601ARG9N       20220101000305100000005000 0000000030000638   
0601ARG9N       20220101000310100000005000 0000000030000652   
0601ARG9N       20220101000315100000005000 0000000030000666   
0601ARG9N       20220101000320100000005000 0000000030000679   
0601ARG9N       20220101000325100000005000 0000000030000692   
0601ARG9N       20220101000330100000005000 0000000030000705   
0601ARG9N       20220101000335100000005000 0000000030000717   
0601ARG9N       20220101000340100000005000 0000000030000729   
0601ARG9N       20220101000345100000005000 0000000030000741   
0601ARG9N       20220101000350100000005000 0000000030000752   
0601ARG9N       20220101000355100000005000 0000000030000763   
0601ARG9N       20220101000360100000005000 0000000030000773   
0601ARG9N       20220101000365100000005000 0000000030000784   
0601ARG9N       20220101000370100000005000 0000000030000794   
0601ARG9N       20220101000375100000005000 0000000030000803   
0601ARG9N       20220101000380100000005000 0000000030000813   
0601ARG9N       20220101000385100000005000 0000000030000822   
0601ARG9N       20220101000390100000005000 0000000030000831   
0601ARG9N       20220101000395100000005000 0000000030000840   
0601ARG9N       20220101000400100000005000 0000000030000849   
0601ARG9N       20220101000405100000005000 0000000030000860   
0601ARG9N       20220101000410100000005000 0000000030000870   
0601ARG9N       20220101000415100000005000 0000000030000880   
0601ARG9N       20220101000420100000005000 0000000030000890   
0601ARG9N       20220101000425100000005000 0000000030000899   
0601ARG9N       20220101000430100000005000 0000000030000908   
0601ARG9N       20220101000435100000005000 0000000030000917   
0601ARG9N       20220101000440100000005000 0000000030000926   
0601ARG9N       20220101000445100000005000 0000000030000935   
0601ARG9N       20220101000450100000005000 0000000030000943   
0601ARG9N       20220101000455100000005000 0000000030000952   
0601ARG9N       20220101000460100000005000 0000000030000960   
0601ARG9N       20220101000465100000005000 0000000030000968   
0601ARG9N       20220101000470100000005000 0000000030000975   
0601ARG9N       20220101000475100000005000 0000000030000983   
0601ARG9N       20220101000480100000005000 0000000030000990   
0601ARG9N       20220101000485100000005000 0000000030000998   
0601ARG9N       20220101000490100000005000 0000000030001005   
0601ARG9N       20220101000495100000005000 0000000030001012   
0601ARG9N       20220101000500100000005000 0000000030001020   
0601ARG9N       20220101000505100000005000 0000000030001031   
0601ARG9N       20220101000510100000005000 0000000030001041   
0601ARG9N       20220101000515100000005000 0000000030001050   
0601ARG9N       20220101000520100000005000 0000000030001060   
0601ARG9N       20220101000525100000005000 0000000030001069   
0601ARG9N       20220101000530100000005000 0000000030001078   
0601ARG9N       20220101000535100000005000 0000000030001088   
0601ARG9N       20220101000540100000005000 0000000030001096   
0601ARG9N       20220101000545100000005000 0000000030001105   
0601ARG9N       20220101000550100000005000 0000000030001114   
0601ARG9N       20220101000555100000005000 0000000030001122   
0601ARG9N       20220101000560100000005000 0000000030001130   
0601ARG9N       20220101000565100000005000 0000000030001138   
0601ARG9N       20220101000570100000005000 0000000030001146   
0601ARG9N       20220101000575100000005000 0000000030001154   
0601ARG9N       20220101000580100000005000 0000000030001162   
0601ARG9N       20220101000585100000005000 0000000030001169   
0601ARG9N       20220101000590100000005000 0000000030001177   
0601ARG9N       20220101000595100000005000 0000000030001184   
0601ARG9N       20220101000600100000005000 0000000030001191   
0601ARG9N       20220101000605100000005000 0000000030001198   
0601ARG9N       20220101000610100000005000 0000000030001205   
0601ARG9N       20220101000615100000005000 0000000030001212   
0601ARG9N       20220101000620100000005000 0000000030001219   
0601ARG9N       20220101000625100000005000 0000000030001226   
0601ARG9N       20220101000630100000005000 0000000030001232   
0601ARG9N       20220101000635100000005000 0000000030001239   
0601ARG9N       20220101000640100000005000 0000000030001245   
0601ARG9N       20220101000645100000005000 0000000030001251   
0601ARG9N       20220101000650100000005000 0000000030001257   
0601ARG9N       20220101000655100000005000 0000000030001263   
0601ARG9N       20220101000660100000005000 0000000030001269   
0601ARG9N       20220101000665100000005000 0000000030001275   
0601ARG9N       20220101000670100000005000 0000000030001281   
0601ARG9N       20220101000675100000005000 0000000030001286   
0601ARG9N       20220101000680100000005000 0000000030001292   
0601ARG9N       20220101000685100000005000 0000000030001298   
0601ARG9N       20220101000690100000005000 0000000030001303   
0601ARG9N       20220101000695100000005000 0000000030001308   
0601ARG9N       20220101000700100000005000 0000000030001314   
0601ARG9N       20220101000705100000005000 0000000030001319   
0601ARG9N       20220101000710100000005000 0000000030001324   
0601ARG9N       20220101000715100000005000 0000000030001329   
0601ARG9N       20220101000720100000005000 0000000030001334   
0601ARG9N       20220101000725100000005000 0000000030001339   
0601ARG9N       20220101000730100000005000 0000000030001344   
0601ARG9N       20220101000735100000005000 0000000030001349   
0601ARG9N       20220101000740100000005000 0000000030001353   
0601ARG9N       20220101000745100000005000 0000000030001358   
0601ARG9N       20220101000750100000005000 0000000030001364   
0601ARG9N       20220101000755100000005000 0000000030001372   
0601ARG9N       20220101000760100000005000 0000000030001380   
0601ARG9N       20220101000765100000005000 0000000030001388   
0601ARG9N       20220101000770100000005000 0000000030001395   
0601ARG9N       20220101000775100000005000 0000000030001403   
0601ARG9N       20220101000780100000005000 0000000030001410   
0601ARG9N       20220101000785100000005000 0000000030001418   
0601ARG9N       20220101000790100000005000 0000000030001425   
0601ARG9N       20220101000795100000005000 0000000030001432   
0601ARG9N       20220101000800100000005000 0000000030001439   
0601ARG9N       20220101000805100000005000 0000000030001446   
0601ARG9N       20220101000810100000005000 0000000030001453   
0601ARG9N       20220101000815100000005000 0000000030001460   
0601ARG9N       20220101000820100000005000 0000000030001467   
0601ARG9N       20220101000825100000005000 0000000030001474   
0601ARG9N       20220101000830100000005000 0000000030001480   
0601ARG9N       20220101000835100000005000 0000000030001487   
0601ARG9N       20220101000840100000005000 0000000030001493   
0601ARG9N       20220101000845100000005000 0000000030001499   
0601ARG9N       20220101000850100000005000 0000000030001506   
0601ARG9N       20220101000855100000005000 0000000030001512   
0601ARG9N       20220101000860100000005000 0000000030001518   
0601ARG9N       20220101000865100000005000 0000000030001524   
0601ARG9N       20220101000870100000005000 0000000030001530   
0601ARG9N       20220101000875100000005000 0000000030001536   
0601ARG9N       20220101000880100000005000 0000000030001542   
0601ARG9N       20220101000885100000005000 0000000030001548   
0601ARG9N       20220101000890100000005000 0000000030001553   
0601ARG9N       20220101000895100000005000 0000000030001559   
0601ARG9N       20220101000900100000005000 0000000030001565   
0601ARG9N       20220101000905100000005000 0000000030001570   
0601ARG9N       20220101000910100000005000 0000000030001576   
0601ARG9N       20220101000915100000005000 0000000030001581   
0601ARG9N       20220101000920100000005000 0000000030001586   
0601ARG9N       20220101000925100000005000 0000000030001592   
0601ARG9N       20220101000930100000005000 0000000030001597   
0601ARG9N       20220101000935100000005000 0000000030001602   
0601ARG9N       20220101000940100000005000 0000000030001607   
0601ARG9N       20220101000945100000005000 0000000030001612   
0601ARG9N       20220101000950100000005000 0000000030001617   
0601ARG9N       20220101000955100000005000 0000000030001622   
0601ARG9N       20220101000960100000005000 0000000030001627   
0601ARG9N       20220101000965100000005000 0000000030001632   
0601ARG9N       20220101000970100000005000 0000000030001637   
0601ARG9N       20220101000975100000005000 0000000030001642   
0601ARG9N       20220101000980100000005000 0000000030001647   
0601ARG9N       20220101000985100000005000 0000000030001651   
0601ARG9N       20220101000990100000005000 0000000030001656   
0601ARG9N       20220101000995100000005000 0000000030001660   
0601ARG9N       20220101001000100000005000 0000000030001666   
0601ARG9N       20220101001005100000005000 0000000030001672   
0601ARG9N       20220101001010100000005000 0000000030001679   
0601ARG9N       20220101001015100000005000 0000000030001685   
0601ARG9N       20220101001020100000005000 0000000030001692   
0601ARG9N       20220101001025100000005000 0000000030001698   
0601ARG9N       20220101001030100000005000 0000000030001704   
0601ARG9N       20220101001035100000005000 0000000030001710   
0601ARG9N       20220101001040100000005000 0000000030001716   
0601ARG9N       20220101001045100000005000 0000000030001722   
0601ARG9N       20220101001050100000005000 0000000030001728   
0601ARG9N       20220101001055100000005000 0000000030001734   
0601ARG9N       20220101001060100000005000 0000000030001740   
0601ARG9N       20220101001065100000005000 0000000030001746   
0601ARG9N       20220101001070100000005000 0000000030001752   
0601ARG9N       20220101001075100000005000 0000000030001757   
0601ARG9N       20220101001080100000005000 0000000030001763   
0601ARG9N       20220101001085100000005000 0000000030001769   
0601ARG9N       20220101001090100000005000 0000000030001774   
0601ARG9N       20220101001095100000005000 0000000030001780   
0601ARG9N       20220101001100100000005000 0000000030001785   
0601ARG9N       20220101001105100000005000 0000000030001791   
0601ARG9N       20220101001110100000005000 0000000030001796   
0601ARG9N       20220101001115100000005000 0000000030001801   
0601ARG9N       20220101001120100000005000 0000000030001806   
0601ARG9N       20220101001125100000005000 0000000030001812   
0601ARG9N       20220101001130100000005000 0000000030001817   
0601ARG9N       20220101001135100000005000 0000000030001822   
0601ARG9N       20220101001140100000005000 0000000030001827   
0601ARG9N       20220101001145100000005000 0000000030001832   
0601ARG9N       20220101001150100000005000 0000000030001837   
0601ARG9N       20220101001155100000005000 0000000030001842   
0601ARG9N       20220101001160100000005000 0000000030001847   
