00AG               20211201                                                                                   
0601AGH1Y       20220101000975100000005000 0100000020000840   
0601AGH1Y       20220101000980100000005000 0100000020000840   
0601AGH1Y       20220101000985100000005000 0100000020000850   
0601AGH1Y       20220101000990100000005000 0100000020000850   
0601AGH1Y       20220101000995100000005000 0100000020000860   
0601AGH1Y       20220101001000100000050000 0100000020000890   
0601AGH1Y       20220101001050100000050000 0100000020000950   
0601AGH1Y       20220101001100100000050000 0100000020001000   
0601AGH1Y       20220101001150100000050000 0100000020001050   
0601AGH1Y       20220101001200100000050000 0100000020001100   
0601AGH1Y       20220101001250100000050000 0100000020001150   
0601AGH1Y       20220101001300100000050000 0100000020001200   
0601AGH1Y       20220101001350100000050000 0100000020001250   
0601AGH1Y       20220101001400100000050000 0100000020001300   
0601AGH1Y       20220101001450100000050000 0100000020001350   
0601AGH1Y       20220101001500100000050000 0100000020001390   
0601AGH1Y       20220101001550100000050000 0100000020001450   
0601AGH1Y       20220101001600100000050000 0100000020001500   
0601AGH1Y       20220101001650100000050000 0100000020001550   
0601AGH1Y       20220101001700100000050000 0100000020001600   
0601AGH1Y       20220101001750100000050000 0100000020001640   
0601AGH1Y       20220101001800100000050000 0100000020001680   
0601AGH1Y       20220101001850100000050000 0100000020001720   
0601AGH1Y       20220101001900100000050000 0100000020001760   
0601AGH1Y       20220101001950100000050000 0100000020001790   
0601AGH1Y       20220101002000100000050000 0100000020001820   
0601AGH1Y       20220101002050100000050000 0100000020001860   
0601AGH1Y       20220101002100100000050000 0100000020001890   
0601AGH1Y       20220101002150100000050000 0100000020001920   
0601AGH1Y       20220101002200100000050000 0100000020001950   
0601AGH1Y       20220101002250100000050000 0100000020001970   
0601AGH1Y       20220101002300100000050000 0100000020002000   
0601AGH1Y       20220101002350100000050000 0100000020002030   
0601AGH1Y       20220101002400100000050000 0100000020002050   
0601AGH1Y       20220101002450100000050000 0100000020002080   
0601AGH1Y       20220101002500100000050000 0100000020002100   
0601AGH1Y       20220101002550100000050000 0100000020002120   
0601AGH1Y       20220101002600100000050000 0100000020002140   
0601AGH1Y       20220101002650100000050000 0100000020002170   
0601AGH1Y       20220101002700100000050000 0100000020002180   
0601AGH1Y       20220101002750100000050000 0100000020002200   
0601AGH1Y       20220101002800100000050000 0100000020002220   
0601AGH1Y       20220101002850100000050000 0100000020002240   
0601AGH1Y       20220101002900100000050000 0100000020002260   
0601AGH1Y       20220101002950100000050000 0100000020002270   
0601AGH1Y       20220101003000100000500000 0100000020002360   
0601AGH1Y       20220101003500100000500000 0100000020002490   
0601AGH1Y       20220101004000100000500000 0100000020002590   
0601AGH1Y       20220101004500100000500000 0100000020002670   
0601AGH1Y       20220101005000100000500000 0100000020002730   
0601AGH1Y       20220101005500100000500000 0100000020002790   
0601AGH1Y       20220101006000100000500000 0100000020002830   
0601AGH1Y       20220101006500100000500000 0100000020002880   
0601AGH1Y       20220101007000100000500000 0100000020002920   
0601AGH1Y       20220101007500100000500000 0100000020002950   
0601AGH1Y       20220101008000100000500000 0100000020002980   
0601AGH1Y       20220101008500100000500000 0100000020003010   
0601AGH1Y       20220101009000100000500000 0100000020003020   
0601AGH1Y       20220101009500100000500000 0100000020003040   
0601AGH2Y       20220101000000100000025000 0200000020000000   
0601AGH2Y       20220101000025100000005000 0200000020000000   
0601AGH2Y       20220101000030100000005000 0200000020000000   
0601AGH2Y       20220101000035100000005000 0200000020000000   
0601AGH2Y       20220101000040100000005000 0200000020000000   
0601AGH2Y       20220101000045100000005000 0200000020000000   
0601AGH2Y       20220101000050100000005000 0200000020000000   
0601AGH2Y       20220101000055100000005000 0200000020000000   
0601AGH2Y       20220101000060100000005000 0200000020000000   
0601AGH2Y       20220101000065100000005000 0200000020000000   
0601AGH2Y       20220101000070100000005000 0200000020000000   
0601AGH2Y       20220101000075100000005000 0200000020000000   
0601AGH2Y       20220101000080100000005000 0200000020000000   
0601AGH2Y       20220101000085100000005000 0200000020000000   
0601AGH2Y       20220101000090100000005000 0200000020000000   
0601AGH2Y       20220101000095100000005000 0200000020000000   
0601AGH2Y       20220101000100100000005000 0200000020000000   
0601AGH2Y       20220101000105100000005000 0200000020000000   
0601AGH2Y       20220101000110100000005000 0200000020000000   
0601AGH2Y       20220101000115100000005000 0200000020000000   
0601AGH2Y       20220101000120100000005000 0200000020000000   
0601AGH2Y       20220101000125100000005000 0200000020000000   
0601AGH2Y       20220101000130100000005000 0200000020000000   
0601AGH2Y       20220101000135100000005000 0200000020000000   
0601AGH2Y       20220101000140100000005000 0200000020000000   
0601AGH2Y       20220101000145100000005000 0200000020000000   
0601AGH2Y       20220101000150100000005000 0200000020000000   
0601AGH2Y       20220101000155100000005000 0200000020000000   
0601AGH2Y       20220101000160100000005000 0200000020000000   
0601AGH2Y       20220101000165100000005000 0200000020000000   
0601AGH2Y       20220101000170100000005000 0200000020000000   
0601AGH2Y       20220101000175100000005000 0200000020000000   
0601AGH2Y       20220101000180100000005000 0200000020000000   
0601AGH2Y       20220101000185100000005000 0200000020000000   
0601AGH2Y       20220101000190100000005000 0200000020000000   
0601AGH2Y       20220101000195100000005000 0200000020000000   
0601AGH2Y       20220101000200100000005000 0200000020000000   
0601AGH2Y       20220101000205100000005000 0200000020000000   
0601AGH2Y       20220101000210100000005000 0200000020000000   
0601AGH2Y       20220101000215100000005000 0200000020000000   
0601AGH2Y       20220101000220100000005000 0200000020000000   
0601AGH2Y       20220101000225100000005000 0200000020000000   
0601AGH2Y       20220101000230100000005000 0200000020000000   
0601AGH2Y       20220101000235100000005000 0200000020000000   
0601AGH2Y       20220101000240100000005000 0200000020000000   
0601AGH2Y       20220101000245100000005000 0200000020000000   
0601AGH2Y       20220101000250100000005000 0200000020000000   
0601AGH2Y       20220101000255100000005000 0200000020000000   
0601AGH2Y       20220101000260100000005000 0200000020000000   
0601AGH2Y       20220101000265100000005000 0200000020000000   
0601AGH2Y       20220101000270100000005000 0200000020000000   
0601AGH2Y       20220101000275100000005000 0200000020000000   
0601AGH2Y       20220101000280100000005000 0200000020000000   
0601AGH2Y       20220101000285100000005000 0200000020000000   
0601AGH2Y       20220101000290100000005000 0200000020000000   
0601AGH2Y       20220101000295100000005000 0200000020000000   
0601AGH2Y       20220101000300100000005000 0200000020000010   
0601AGH2Y       20220101000305100000005000 0200000020000010   
0601AGH2Y       20220101000310100000005000 0200000020000010   
0601AGH2Y       20220101000315100000005000 0200000020000010   
0601AGH2Y       20220101000320100000005000 0200000020000010   
0601AGH2Y       20220101000325100000005000 0200000020000010   
0601AGH2Y       20220101000330100000005000 0200000020000010   
0601AGH2Y       20220101000335100000005000 0200000020000010   
0601AGH2Y       20220101000340100000005000 0200000020000010   
0601AGH2Y       20220101000345100000005000 0200000020000010   
0601AGH2Y       20220101000350100000005000 0200000020000010   
0601AGH2Y       20220101000355100000005000 0200000020000010   
0601AGH2Y       20220101000360100000005000 0200000020000010   
0601AGH2Y       20220101000365100000005000 0200000020000010   
0601AGH2Y       20220101000370100000005000 0200000020000010   
0601AGH2Y       20220101000375100000005000 0200000020000010   
0601AGH2Y       20220101000380100000005000 0200000020000010   
0601AGH2Y       20220101000385100000005000 0200000020000010   
0601AGH2Y       20220101000390100000005000 0200000020000010   
0601AGH2Y       20220101000395100000005000 0200000020000020   
0601AGH2Y       20220101000400100000005000 0200000020000020   
0601AGH2Y       20220101000405100000005000 0200000020000020   
0601AGH2Y       20220101000410100000005000 0200000020000020   
0601AGH2Y       20220101000415100000005000 0200000020000020   
0601AGH2Y       20220101000420100000005000 0200000020000030   
0601AGH2Y       20220101000425100000005000 0200000020000060   
0601AGH2Y       20220101000430100000005000 0200000020000060   
0601AGH2Y       20220101000435100000005000 0200000020000070   
0601AGH2Y       20220101000440100000005000 0200000020000070   
0601AGH2Y       20220101000445100000005000 0200000020000070   
0601AGH2Y       20220101000450100000005000 0200000020000080   
0601AGH2Y       20220101000455100000005000 0200000020000080   
0601AGH2Y       20220101000460100000005000 0200000020000080   
0601AGH2Y       20220101000465100000005000 0200000020000090   
0601AGH2Y       20220101000470100000005000 0200000020000090   
0601AGH2Y       20220101000475100000005000 0200000020000090   
0601AGH2Y       20220101000480100000005000 0200000020000110   
0601AGH2Y       20220101000485100000005000 0200000020000110   
0601AGH2Y       20220101000490100000005000 0200000020000110   
0601AGH2Y       20220101000495100000005000 0200000020000120   
0601AGH2Y       20220101000500100000005000 0200000020000120   
0601AGH2Y       20220101000505100000005000 0200000020000130   
0601AGH2Y       20220101000510100000005000 0200000020000130   
0601AGH2Y       20220101000515100000005000 0200000020000140   
0601AGH2Y       20220101000520100000005000 0200000020000140   
0601AGH2Y       20220101000525100000005000 0200000020000140   
0601AGH2Y       20220101000530100000005000 0200000020000150   
0601AGH2Y       20220101000535100000005000 0200000020000160   
0601AGH2Y       20220101000540100000005000 0200000020000170   
0601AGH2Y       20220101000545100000005000 0200000020000170   
0601AGH2Y       20220101000550100000005000 0200000020000170   
0601AGH2Y       20220101000555100000005000 0200000020000180   
0601AGH2Y       20220101000560100000005000 0200000020000180   
0601AGH2Y       20220101000565100000005000 0200000020000190   
0601AGH2Y       20220101000570100000005000 0200000020000200   
0601AGH2Y       20220101000575100000005000 0200000020000200   
0601AGH2Y       20220101000580100000005000 0200000020000210   
0601AGH2Y       20220101000585100000005000 0200000020000230   
0601AGH2Y       20220101000590100000005000 0200000020000230   
