00GE               20211117                                                                                   
0601GEA0N       20220101003825005000010000 0000000000003234   
0601GEA0N       20220101003835005000010000 0000000000003236   
0601GEA0N       20220101003845005000010000 0000000000003238   
0601GEA0N       20220101003855005000010000 0000000000003240   
0601GEA0N       20220101003865005000010000 0000000000003242   
0601GEA0N       20220101003875005000010000 0000000000003244   
0601GEA0N       20220101003885005000010000 0000000000003246   
0601GEA0N       20220101003895005000010000 0000000000003248   
0601GEA0N       20220101003905005000010000 0000000000003250   
0601GEA0N       20220101003915005000010000 0000000000003252   
0601GEA0N       20220101003925005000010000 0000000000003254   
0601GEA0N       20220101003935005000010000 0000000000003256   
0601GEA0N       20220101003945005000010000 0000000000003258   
0601GEA0N       20220101003955005000010000 0000000000003260   
0601GEA0N       20220101003965005000010000 0000000000003262   
0601GEA0N       20220101003975005000010000 0000000000003264   
0601GEA0N       20220101003985005000010000 0000000000003266   
0601GEA0N       20220101003995005000010000 0000000000003267   
0601GEA0N       20220101004005005000010000 0000000000003269   
0601GEA0N       20220101004015005000010000 0000000000003271   
0601GEA0N       20220101004025005000010000 0000000000003273   
0601GEA0N       20220101004035005000010000 0000000000003275   
0601GEA0N       20220101004045005000010000 0000000000003277   
0601GEA0N       20220101004055005000010000 0000000000003279   
0601GEA0N       20220101004065005000010000 0000000000003281   
0601GEA0N       20220101004075005000010000 0000000000003282   
0601GEA0N       20220101004085005000010000 0000000000003284   
0601GEA0N       20220101004095005000010000 0000000000003286   
0601GEA0N       20220101004105005000010000 0000000000003288   
0601GEA0N       20220101004115005000010000 0000000000003290   
0601GEA0N       20220101004125005000010000 0000000000003292   
0601GEA0N       20220101004135005000010000 0000000000003293   
0601GEA0N       20220101004145005000010000 0000000000003295   
0601GEA0N       20220101004155005000010000 0000000000003297   
0601GEA0N       20220101004165005000010000 0000000000003299   
0601GEA0N       20220101004175005000010000 0000000000003300   
0601GEA0N       20220101004185005000010000 0000000000003302   
0601GEA0N       20220101004195005000010000 0000000000003304   
0601GEA0N       20220101004205005000010000 0000000000003306   
0601GEA0N       20220101004215005000010000 0000000000003307   
0601GEA0N       20220101004225005000010000 0000000000003309   
0601GEA0N       20220101004235005000010000 0000000000003311   
0601GEA0N       20220101004245005000010000 0000000000003312   
0601GEA0N       20220101004255005000010000 0000000000003314   
0601GEA0N       20220101004265005000010000 0000000000003316   
0601GEA0N       20220101004275005000010000 0000000000003317   
0601GEA0N       20220101004285005000010000 0000000000003319   
0601GEA0N       20220101004295005000010000 0000000000003321   
0601GEA0N       20220101004305005000010000 0000000000003322   
0601GEA0N       20220101004315005000010000 0000000000003324   
0601GEA0N       20220101004325005000010000 0000000000003326   
0601GEA0N       20220101004335005000010000 0000000000003327   
0601GEA0N       20220101004345005000010000 0000000000003329   
0601GEA0N       20220101004355005000010000 0000000000003330   
0601GEA0N       20220101004365005000010000 0000000000003332   
0601GEA0N       20220101004375005000010000 0000000000003334   
0601GEA0N       20220101004385005000010000 0000000000003335   
0601GEA0N       20220101004395005000010000 0000000000003337   
0601GEA0N       20220101004405005000010000 0000000000003339   
0601GEA0N       20220101004415005000010000 0000000000003340   
0601GEA0N       20220101004425005000010000 0000000000003342   
0601GEA0N       20220101004435005000010000 0000000000003343   
0601GEA0N       20220101004445005000010000 0000000000003345   
0601GEA0N       20220101004455005000010000 0000000000003346   
0601GEA0N       20220101004465005000010000 0000000000003348   
0601GEA0N       20220101004475005000010000 0000000000003349   
0601GEA0N       20220101004485005000010000 0000000000003351   
0601GEA0N       20220101004495005000010000 0000000000003352   
0601GEA0N       20220101004505005000010000 0000000000003354   
0601GEA0N       20220101004515005000010000 0000000000003355   
0601GEA0N       20220101004525005000010000 0000000000003357   
0601GEA0N       20220101004535005000010000 0000000000003358   
0601GEA0N       20220101004545005000010000 0000000000003360   
0601GEA0N       20220101004555005000010000 0000000000003361   
0601GEA0N       20220101004565005000010000 0000000000003363   
0601GEA0N       20220101004575005000010000 0000000000003364   
0601GEA0N       20220101004585005000010000 0000000000003366   
0601GEA0N       20220101004595005000010000 0000000000003367   
0601GEA0N       20220101004605005000010000 0000000000003368   
0601GEA0N       20220101004615005000010000 0000000000003370   
0601GEA0N       20220101004625005000010000 0000000000003371   
0601GEA0N       20220101004635005000010000 0000000000003373   
0601GEA0N       20220101004645005000010000 0000000000003374   
0601GEA0N       20220101004655005000010000 0000000000003376   
0601GEA0N       20220101004665005000010000 0000000000003377   
0601GEA0N       20220101004675005000010000 0000000000003378   
0601GEA0N       20220101004685005000010000 0000000000003380   
0601GEA0N       20220101004695005000010000 0000000000003381   
0601GEA0N       20220101004705005000010000 0000000000003383   
0601GEA0N       20220101004715005000010000 0000000000003384   
0601GEA0N       20220101004725005000010000 0000000000003385   
0601GEA0N       20220101004735005000010000 0000000000003387   
0601GEA0N       20220101004745005000010000 0000000000003388   
0601GEA0N       20220101004755005000010000 0000000000003389   
0601GEA0N       20220101004765005000010000 0000000000003391   
0601GEA0N       20220101004775005000010000 0000000000003392   
0601GEA0N       20220101004785005000010000 0000000000003393   
0601GEA0N       20220101004795005000010000 0000000000003395   
0601GEA0N       20220101004805005000010000 0000000000003396   
0601GEA0N       20220101004815005000010000 0000000000003397   
0601GEA0N       20220101004825005000010000 0000000000003399   
0601GEA0N       20220101004835005000020000 0000000000003401   
0601GEA0N       20220101004855005000020000 0000000000003403   
0601GEA0N       20220101004875005000020000 0000000000003406   
0601GEA0N       20220101004895005000020000 0000000000003408   
0601GEA0N       20220101004915005000020000 0000000000003411   
0601GEA0N       20220101004935005000020000 0000000000003413   
0601GEA0N       20220101004955005000020000 0000000000003416   
0601GEA0N       20220101004975005000020000 0000000000003418   
0601GEA0N       20220101004995005000020000 0000000000003421   
0601GEA0N       20220101005015005000020000 0000000000003423   
0601GEA0N       20220101005035005000020000 0000000000003426   
0601GEA0N       20220101005055005000020000 0000000000003428   
0601GEA0N       20220101005075005000020000 0000000000003430   
0601GEA0N       20220101005095005000020000 0000000000003433   
0601GEA0N       20220101005115005000020000 0000000000003435   
0601GEA0N       20220101005135005000020000 0000000000003437   
0601GEA0N       20220101005155005000020000 0000000000003440   
0601GEA0N       20220101005175005000020000 0000000000003442   
0601GEA0N       20220101005195005000020000 0000000000003444   
0601GEA0N       20220101005215005000020000 0000000000003447   
0601GEA0N       20220101005235005000020000 0000000000003449   
0601GEA0N       20220101005255005000020000 0000000000003451   
0601GEA0N       20220101005275005000020000 0000000000003453   
0601GEA0N       20220101005295005000020000 0000000000003455   
0601GEA0N       20220101005315005000020000 0000000000003457   
0601GEA0N       20220101005335005000020000 0000000000003460   
0601GEA0N       20220101005355005000020000 0000000000003462   
0601GEA0N       20220101005375005000020000 0000000000003464   
0601GEA0N       20220101005395005000020000 0000000000003466   
0601GEA0N       20220101005415005000020000 0000000000003468   
0601GEA0N       20220101005435005000020000 0000000000003470   
0601GEA0N       20220101005455005000020000 0000000000003472   
0601GEA0N       20220101005475005000020000 0000000000003474   
0601GEA0N       20220101005495005000020000 0000000000003476   
0601GEA0N       20220101005515005000020000 0000000000003478   
0601GEA0N       20220101005535005000020000 0000000000003480   
0601GEA0N       20220101005555005000020000 0000000000003482   
0601GEA0N       20220101005575005000020000 0000000000003484   
0601GEA0N       20220101005595005000020000 0000000000003486   
0601GEA0N       20220101005615005000020000 0000000000003488   
0601GEA0N       20220101005635005000020000 0000000000003490   
0601GEA0N       20220101005655005000020000 0000000000003492   
0601GEA0N       20220101005675005000020000 0000000000003494   
0601GEA0N       20220101005695005000020000 0000000000003496   
0601GEA0N       20220101005715005000020000 0000000000003498   
0601GEA0N       20220101005735005000020000 0000000000003499   
0601GEA0N       20220101005755005000020000 0000000000003501   
0601GEA0N       20220101005775005000020000 0000000000003503   
0601GEA0N       20220101005795005000020000 0000000000003505   
0601GEA0N       20220101005815005000020000 0000000000003507   
0601GEA0N       20220101005835005000020000 0000000000003508   
0601GEA0N       20220101005855005000020000 0000000000003510   
0601GEA0N       20220101005875005000020000 0000000000003512   
0601GEA0N       20220101005895005000020000 0000000000003514   
0601GEA0N       20220101005915005000020000 0000000000003516   
0601GEA0N       20220101005935005000020000 0000000000003518   
0601GEA0N       20220101005955005000020000 0000000000003520   
0601GEA0N       20220101005975005000020000 0000000000003522   
0601GEA0N       20220101005995005000020000 0000000000003524   
0601GEA0N       20220101006015005000020000 0000000000003526   
0601GEA0N       20220101006035005000020000 0000000000003528   
0601GEA0N       20220101006055005000020000 0000000000003530   
0601GEA0N       20220101006075005000020000 0000000000003532   
0601GEA0N       20220101006095005000020000 0000000000003533   
0601GEA0N       20220101006115005000020000 0000000000003535   
0601GEA0N       20220101006135005000020000 0000000000003537   
0601GEA0N       20220101006155005000020000 0000000000003539   
