00AI               20211129                                                                                   
0601AIC8N       20220101000495100000005000 0800000000000042   
0601AIC8N       20220101000500100000005000 0800000000000046   
0601AIC8N       20220101000505100000005000 0800000000000049   
0601AIC8N       20220101000510100000005000 0800000000000053   
0601AIC8N       20220101000515100000005000 0800000000000058   
0601AIC8N       20220101000520100000005000 0800000000000063   
0601AIC8N       20220101000525100000005000 0800000000000068   
0601AIC8N       20220101000530100000005000 0800000000000073   
0601AIC8N       20220101000535100000005000 0800000000000076   
0601AIC8N       20220101000540100000005000 0800000000000081   
0601AIC8N       20220101000545100000005000 0800000000000088   
0601AIC8N       20220101000550100000005000 0800000000000092   
0601AIC8N       20220101000555100000005000 0800000000000099   
0601AIC8N       20220101000560100000005000 0800000000000103   
0601AIC8N       20220101000565100000005000 0800000000000109   
0601AIC8N       20220101000570100000005000 0800000000000114   
0601AIC8N       20220101000575100000005000 0800000000000116   
0601AIC8N       20220101000580100000005000 0800000000000120   
0601AIC8N       20220101000585100000005000 0800000000000124   
0601AIC8N       20220101000590100000005000 0800000000000128   
0601AIC8N       20220101000595100000005000 0800000000000132   
0601AIC8N       20220101000600100000005000 0800000000000138   
0601AIC8N       20220101000605100000005000 0800000000000142   
0601AIC8N       20220101000610100000005000 0800000000000145   
0601AIC8N       20220101000615100000005000 0800000000000149   
0601AIC8N       20220101000620100000005000 0800000000000154   
0601AIC8N       20220101000625100000005000 0800000000000158   
0601AIC8N       20220101000630100000005000 0800000000000161   
0601AIC8N       20220101000635100000005000 0800000000000166   
0601AIC8N       20220101000640100000005000 0800000000000170   
0601AIC8N       20220101000645100000005000 0800000000000175   
0601AIC8N       20220101000650100000005000 0800000000000178   
0601AIC8N       20220101000655100000005000 0800000000000183   
0601AIC8N       20220101000660100000005000 0800000000000186   
0601AIC8N       20220101000665100000005000 0800000000000190   
0601AIC8N       20220101000670100000005000 0800000000000195   
0601AIC8N       20220101000675100000005000 0800000000000199   
0601AIC8N       20220101000680100000005000 0800000000000202   
0601AIC8N       20220101000685100000005000 0800000000000208   
0601AIC8N       20220101000690100000005000 0800000000000212   
0601AIC8N       20220101000695100000005000 0800000000000216   
0601AIC8N       20220101000700100000005000 0800000000000221   
0601AIC8N       20220101000705100000005000 0800000000000226   
0601AIC8N       20220101000710100000005000 0800000000000230   
0601AIC8N       20220101000715100000005000 0800000000000234   
0601AIC8N       20220101000720100000005000 0800000000000239   
0601AIC8N       20220101000725100000005000 0800000000000243   
0601AIC8N       20220101000730100000005000 0800000000000247   
0601AIC8N       20220101000735100000005000 0800000000000252   
0601AIC8N       20220101000740100000005000 0800000000000256   
0601AIC8N       20220101000745100000005000 0800000000000261   
0601AIC8N       20220101000750100000005000 0800000000000264   
0601AIC8N       20220101000755100000005000 0800000000000269   
0601AIC8N       20220101000760100000005000 0800000000000274   
0601AIC8N       20220101000765100000005000 0800000000000278   
0601AIC8N       20220101000770100000005000 0800000000000282   
0601AIC8N       20220101000775100000005000 0800000000000287   
0601AIC8N       20220101000780100000005000 0800000000000290   
0601AIC8N       20220101000785100000005000 0800000000000295   
0601AIC8N       20220101000790100000005000 0800000000000299   
0601AIC8N       20220101000795100000005000 0800000000000303   
0601AIC8N       20220101000800100000005000 0800000000000308   
0601AIC8N       20220101000805100000005000 0800000000000312   
0601AIC8N       20220101000810100000005000 0800000000000316   
0601AIC8N       20220101000815100000005000 0800000000000320   
0601AIC8N       20220101000820100000005000 0800000000000323   
0601AIC8N       20220101000825100000005000 0800000000000327   
0601AIC8N       20220101000830100000005000 0800000000000332   
0601AIC8N       20220101000835100000005000 0800000000000337   
0601AIC8N       20220101000840100000005000 0800000000000341   
0601AIC8N       20220101000845100000005000 0800000000000345   
0601AIC8N       20220101000850100000005000 0800000000000348   
0601AIC8N       20220101000855100000005000 0800000000000353   
0601AIC8N       20220101000860100000005000 0800000000000357   
0601AIC8N       20220101000865100000005000 0800000000000361   
0601AIC8N       20220101000870100000005000 0800000000000364   
0601AIC8N       20220101000875100000005000 0800000000000369   
0601AIC8N       20220101000880100000005000 0800000000000373   
0601AIC8N       20220101000885100000005000 0800000000000376   
0601AIC8N       20220101000890100000005000 0800000000000381   
0601AIC8N       20220101000895100000005000 0800000000000384   
0601AIC8N       20220101000900100000005000 0800000000000388   
0601AIC8N       20220101000905100000005000 0800000000000392   
0601AIC8N       20220101000910100000005000 0800000000000396   
0601AIC8N       20220101000915100000005000 0800000000000400   
0601AIC8N       20220101000920100000005000 0800000000000403   
0601AIC8N       20220101000925100000005000 0800000000000406   
0601AIC8N       20220101000930100000005000 0800000000000410   
0601AIC8N       20220101000935100000005000 0800000000000414   
0601AIC8N       20220101000940100000005000 0800000000000417   
0601AIC8N       20220101000945100000005000 0800000000000421   
0601AIC8N       20220101000950100000005000 0800000000000424   
0601AIC8N       20220101000955100000005000 0800000000000428   
0601AIC8N       20220101000960100000005000 0800000000000431   
0601AIC8N       20220101000965100000005000 0800000000000435   
0601AIC8N       20220101000970100000005000 0800000000000439   
0601AIC8N       20220101000975100000005000 0800000000000443   
0601AIC8N       20220101000980100000005000 0800000000000446   
0601AIC8N       20220101000985100000005000 0800000000000450   
0601AIC8N       20220101000990100000005000 0800000000000453   
0601AIC8N       20220101000995100000005000 0800000000000457   
0601AIC8N       20220101001000100000005000 0800000000000461   
0601AIC8N       20220101001005100000005000 0800000000000465   
0601AIC8N       20220101001010100000005000 0800000000000467   
0601AIC8N       20220101001015100000005000 0800000000000471   
0601AIC8N       20220101001020100000005000 0800000000000474   
0601AIC8N       20220101001025100000005000 0800000000000478   
0601AIC8N       20220101001030100000005000 0800000000000481   
0601AIC8N       20220101001035100000005000 0800000000000485   
0601AIC8N       20220101001040100000005000 0800000000000488   
0601AIC8N       20220101001045100000005000 0800000000000492   
0601AIC8N       20220101001050100000005000 0800000000000496   
0601AIC8N       20220101001055100000005000 0800000000000499   
0601AIC8N       20220101001060100000005000 0800000000000503   
0601AIC8N       20220101001065100000005000 0800000000000506   
0601AIC8N       20220101001070100000005000 0800000000000509   
0601AIC8N       20220101001075100000005000 0800000000000513   
0601AIC8N       20220101001080100000005000 0800000000000516   
0601AIC8N       20220101001085100000005000 0800000000000520   
0601AIC8N       20220101001090100000005000 0800000000000523   
0601AIC8N       20220101001095100000005000 0800000000000527   
0601AIC8N       20220101001100100000005000 0800000000000530   
0601AIC8N       20220101001105100000005000 0800000000000534   
0601AIC8N       20220101001110100000005000 0800000000000538   
0601AIC8N       20220101001115100000005000 0800000000000543   
0601AIC8N       20220101001120100000005000 0800000000000547   
0601AIC8N       20220101001125100000005000 0800000000000552   
0601AIC8N       20220101001130100000005000 0800000000000556   
0601AIC8N       20220101001135100000005000 0800000000000561   
0601AIC8N       20220101001140100000005000 0800000000000565   
0601AIC8N       20220101001145100000005000 0800000000000570   
0601AIC8N       20220101001150100000005000 0800000000000574   
0601AIC8N       20220101001155100000005000 0800000000000578   
0601AIC8N       20220101001160100000005000 0800000000000582   
0601AIC8N       20220101001165100000005000 0800000000000587   
0601AIC8N       20220101001170100000005000 0800000000000591   
0601AIC8N       20220101001175100000005000 0800000000000595   
0601AIC8N       20220101001180100000005000 0800000000000600   
0601AIC8N       20220101001185100000005000 0800000000000605   
0601AIC8N       20220101001190100000005000 0800000000000609   
0601AIC8N       20220101001195100000005000 0800000000000614   
0601AIC8N       20220101001200100000005000 0800000000000618   
0601AIC8N       20220101001205100000005000 0800000000000622   
0601AIC8N       20220101001210100000005000 0800000000000627   
0601AIC8N       20220101001215100000005000 0800000000000631   
0601AIC8N       20220101001220100000005000 0800000000000635   
0601AIC8N       20220101001225100000005000 0800000000000639   
0601AIC8N       20220101001230100000005000 0800000000000643   
0601AIC8N       20220101001235100000005000 0800000000000647   
0601AIC8N       20220101001240100000005000 0800000000000652   
0601AIC8N       20220101001245100000005000 0800000000000656   
0601AIC8N       20220101001250100000005000 0800000000000660   
0601AIC8N       20220101001255100000005000 0800000000000664   
0601AIC8N       20220101001260100000005000 0800000000000669   
0601AIC8N       20220101001265100000005000 0800000000000672   
0601AIC8N       20220101001270100000005000 0800000000000677   
0601AIC8N       20220101001275100000005000 0800000000000681   
0601AIC8N       20220101001280100000005000 0800000000000685   
0601AIC8N       20220101001285100000005000 0800000000000689   
0601AIC8N       20220101001290100000005000 0800000000000693   
0601AIC8N       20220101001295100000005000 0800000000000697   
0601AIC8N       20220101001300100000005000 0800000000000701   
0601AIC8N       20220101001305100000005000 0800000000000706   
0601AIC8N       20220101001310100000005000 0800000000000709   
0601AIC8N       20220101001315100000005000 0800000000000713   
0601AIC8N       20220101001320100000005000 0800000000000718   
0601AIC8N       20220101001325100000005000 0800000000000722   
