00LU               20211201                                                                                   
0601LUH6Y       20220101001105100000005000 0600000130000474   
0601LUH6Y       20220101001110100000005000 0600000130000479   
0601LUH6Y       20220101001115100000005000 0600000130000484   
0601LUH6Y       20220101001120100000005000 0600000130000488   
0601LUH6Y       20220101001125100000005000 0600000130000492   
0601LUH6Y       20220101001130100000005000 0600000130000497   
0601LUH6Y       20220101001135100000005000 0600000130000501   
0601LUH6Y       20220101001140100000005000 0600000130000506   
0601LUH6Y       20220101001145100000005000 0600000130000510   
0601LUH6Y       20220101001150100000005000 0600000130000515   
0601LUH6Y       20220101001155100000005000 0600000130000518   
0601LUH6Y       20220101001160100000005000 0600000130000523   
0601LUH6Y       20220101001165100000005000 0600000130000527   
0601LUH6Y       20220101001170100000005000 0600000130000531   
0601LUH6Y       20220101001175100000005000 0600000130000535   
0601LUH6Y       20220101001180100000005000 0600000130000539   
0601LUH6Y       20220101001185100000005000 0600000130000543   
0601LUH6Y       20220101001190100000005000 0600000130000548   
0601LUH6Y       20220101001195100000005000 0600000130000551   
0601LUH6Y       20220101001200100000005000 0600000130000555   
0601LUH6Y       20220101001205100000005000 0600000130000559   
0601LUH6Y       20220101001210100000005000 0600000130000563   
0601LUH6Y       20220101001215100000005000 0600000130000567   
0601LUH6Y       20220101001220100000005000 0600000130000570   
0601LUH6Y       20220101001225100000005000 0600000130000574   
0601LUH6Y       20220101001230100000005000 0600000130000578   
0601LUH6Y       20220101001235100000005000 0600000130000582   
0601LUH6Y       20220101001240100000005000 0600000130000585   
0601LUH6Y       20220101001245100000005000 0600000130000589   
0601LUH6Y       20220101001250100000005000 0600000130000593   
0601LUH6Y       20220101001255100000005000 0600000130000596   
0601LUH6Y       20220101001260100000005000 0600000130000600   
0601LUH6Y       20220101001265100000005000 0600000130000604   
0601LUH6Y       20220101001270100000005000 0600000130000607   
0601LUH6Y       20220101001275100000005000 0600000130000611   
0601LUH6Y       20220101001280100000005000 0600000130000614   
0601LUH6Y       20220101001285100000005000 0600000130000617   
0601LUH6Y       20220101001290100000005000 0600000130000622   
0601LUH6Y       20220101001295100000005000 0600000130000625   
0601LUH6Y       20220101001300100000005000 0600000130000628   
0601LUH6Y       20220101001305100000005000 0600000130000631   
0601LUH6Y       20220101001310100000005000 0600000130000635   
0601LUH6Y       20220101001315100000005000 0600000130000638   
0601LUH6Y       20220101001320100000005000 0600000130000641   
0601LUH6Y       20220101001325100000005000 0600000130000646   
0601LUH6Y       20220101001330100000005000 0600000130000648   
0601LUH6Y       20220101001335100000005000 0600000130000651   
0601LUH6Y       20220101001340100000005000 0600000130000655   
0601LUH6Y       20220101001345100000005000 0600000130000658   
0601LUH6Y       20220101001350100000005000 0600000130000661   
0601LUH6Y       20220101001355100000005000 0600000130000665   
0601LUH6Y       20220101001360100000005000 0600000130000668   
0601LUH6Y       20220101001365100000005000 0600000130000671   
0601LUH6Y       20220101001370100000005000 0600000130000675   
0601LUH6Y       20220101001375100000005000 0600000130000679   
0601LUH6Y       20220101001380100000005000 0600000130000683   
0601LUH6Y       20220101001385100000005000 0600000130000688   
0601LUH6Y       20220101001390100000005000 0600000130000693   
0601LUH6Y       20220101001395100000005000 0600000130000697   
0601LUH6Y       20220101001400100000005000 0600000130000702   
0601LUH6Y       20220101001405100000005000 0600000130000706   
0601LUH6Y       20220101001410100000005000 0600000130000710   
0601LUH6Y       20220101001415100000005000 0600000130000715   
0601LUH6Y       20220101001420100000005000 0600000130000720   
0601LUH6Y       20220101001425100000005000 0600000130000724   
0601LUH6Y       20220101001430100000005000 0600000130000730   
0601LUH6Y       20220101001435100000005000 0600000130000735   
0601LUH6Y       20220101001440100000005000 0600000130000739   
0601LUH6Y       20220101001445100000005000 0600000130000745   
0601LUH6Y       20220101001450100000005000 0600000130000749   
0601LUH6Y       20220101001455100000005000 0600000130000753   
0601LUH6Y       20220101001460100000005000 0600000130000758   
0601LUH6Y       20220101001465100000005000 0600000130000764   
0601LUH6Y       20220101001470100000005000 0600000130000768   
0601LUH6Y       20220101001475100000005000 0600000130000772   
0601LUH6Y       20220101001480100000005000 0600000130000778   
0601LUH6Y       20220101001485100000005000 0600000130000782   
0601LUH6Y       20220101001490100000005000 0600000130000786   
0601LUH6Y       20220101001495100000005000 0600000130000791   
0601LUH6Y       20220101001500100000005000 0600000130000796   
0601LUH6Y       20220101001505100000005000 0600000130000800   
0601LUH6Y       20220101001510100000005000 0600000130000806   
0601LUH6Y       20220101001515100000005000 0600000130000810   
0601LUH6Y       20220101001520100000005000 0600000130000814   
0601LUH6Y       20220101001525100000005000 0600000130000820   
0601LUH6Y       20220101001530100000005000 0600000130000823   
0601LUH6Y       20220101001535100000005000 0600000130000828   
0601LUH6Y       20220101001540100000005000 0600000130000833   
0601LUH6Y       20220101001545100000005000 0600000130000837   
0601LUH6Y       20220101001550100000005000 0600000130000841   
0601LUH6Y       20220101001555100000005000 0600000130000847   
0601LUH6Y       20220101001560100000005000 0600000130000851   
0601LUH6Y       20220101001565100000005000 0600000130000855   
0601LUH6Y       20220101001570100000005000 0600000130000860   
0601LUH6Y       20220101001575100000005000 0600000130000864   
0601LUH6Y       20220101001580100000005000 0600000130000868   
0601LUH6Y       20220101001585100000005000 0600000130000873   
0601LUH6Y       20220101001590100000005000 0600000130000877   
0601LUH6Y       20220101001595100000005000 0600000130000881   
0601LUH6Y       20220101001600100000005000 0600000130000884   
0601LUH6Y       20220101001605100000005000 0600000130000890   
0601LUH6Y       20220101001610100000005000 0600000130000894   
0601LUH6Y       20220101001615100000005000 0600000130000898   
0601LUH6Y       20220101001620100000005000 0600000130000903   
0601LUH6Y       20220101001625100000005000 0600000130000907   
0601LUH6Y       20220101001630100000005000 0600000130000911   
0601LUH6Y       20220101001635100000005000 0600000130000916   
0601LUH6Y       20220101001640100000005000 0600000130000920   
0601LUH6Y       20220101001645100000005000 0600000130000924   
0601LUH6Y       20220101001650100000005000 0600000130000929   
0601LUH6Y       20220101001655100000005000 0600000130000932   
0601LUH6Y       20220101001660100000005000 0600000130000936   
0601LUH6Y       20220101001665100000005000 0600000130000941   
0601LUH6Y       20220101001670100000005000 0600000130000945   
0601LUH6Y       20220101001675100000005000 0600000130000948   
0601LUH6Y       20220101001680100000005000 0600000130000953   
0601LUH6Y       20220101001685100000005000 0600000130000957   
0601LUH6Y       20220101001690100000005000 0600000130000961   
0601LUH6Y       20220101001695100000005000 0600000130000966   
0601LUH6Y       20220101001700100000005000 0600000130000970   
0601LUH6Y       20220101001705100000005000 0600000130000973   
0601LUH6Y       20220101001710100000005000 0600000130000979   
0601LUH6Y       20220101001715100000005000 0600000130000982   
0601LUH6Y       20220101001720100000005000 0600000130000986   
0601LUH6Y       20220101001725100000005000 0600000130000991   
0601LUH6Y       20220101001730100000005000 0600000130000995   
0601LUH6Y       20220101001735100000005000 0600000130000998   
0601LUH6Y       20220101001740100000005000 0600000130001003   
0601LUH6Y       20220101001745100000005000 0600000130001007   
0601LUH6Y       20220101001750100000005000 0600000130001011   
0601LUH6Y       20220101001755100000005000 0600000130001014   
0601LUH6Y       20220101001760100000005000 0600000130001019   
0601LUH6Y       20220101001765100000005000 0600000130001023   
0601LUH6Y       20220101001770100000005000 0600000130001027   
0601LUH6Y       20220101001775100000005000 0600000130001033   
0601LUH6Y       20220101001780100000005000 0600000130001037   
0601LUH6Y       20220101001785100000005000 0600000130001041   
0601LUH6Y       20220101001790100000005000 0600000130001046   
0601LUH6Y       20220101001795100000005000 0600000130001050   
0601LUH6Y       20220101001800100000005000 0600000130001054   
0601LUH6Y       20220101001805100000005000 0600000130001059   
0601LUH6Y       20220101001810100000005000 0600000130001064   
0601LUH6Y       20220101001815100000005000 0600000130001068   
0601LUH6Y       20220101001820100000005000 0600000130001074   
0601LUH6Y       20220101001825100000005000 0600000130001077   
0601LUH6Y       20220101001830100000005000 0600000130001082   
0601LUH6Y       20220101001835100000005000 0600000130001087   
0601LUH6Y       20220101001840100000005000 0600000130001091   
0601LUH6Y       20220101001845100000005000 0600000130001096   
0601LUH6Y       20220101001850100000005000 0600000130001101   
0601LUH6Y       20220101001855100000005000 0600000130001105   
0601LUH6Y       20220101001860100000005000 0600000130001109   
0601LUH6Y       20220101001865100000005000 0600000130001115   
0601LUH6Y       20220101001870100000005000 0600000130001119   
0601LUH6Y       20220101001875100000005000 0600000130001124   
0601LUH6Y       20220101001880100000005000 0600000130001130   
0601LUH6Y       20220101001885100000005000 0600000130001134   
0601LUH6Y       20220101001890100000005000 0600000130001139   
0601LUH6Y       20220101001895100000005000 0600000130001143   
0601LUH6Y       20220101001900100000005000 0600000130001149   
0601LUH6Y       20220101001905100000005000 0600000130001153   
0601LUH6Y       20220101001910100000005000 0600000130001158   
0601LUH6Y       20220101001915100000005000 0600000130001164   
0601LUH6Y       20220101001920100000005000 0600000130001168   
0601LUH6Y       20220101001925100000005000 0600000130001173   
0601LUH6Y       20220101001930100000005000 0600000130001178   
0601LUH6Y       20220101001935100000005000 0600000130001182   
0601LUH6Y       20220101001940100000005000 0600000130001187   
0601LUH6Y       20220101001945100000005000 0600000130001192   
0601LUH6Y       20220101001950100000005000 0600000130001196   
0601LUH6Y       20220101001955100000005000 0600000130001201   
0601LUH6Y       20220101001960100000005000 0600000130001207   
0601LUH6Y       20220101001965100000005000 0600000130001211   
0601LUH6Y       20220101001970100000005000 0600000130001216   
0601LUH6Y       20220101001975100000005000 0600000130001221   
0601LUH6Y       20220101001980100000005000 0600000130001226   
0601LUH6Y       20220101001985100000005000 0600000130001230   
0601LUH6Y       20220101001990100000005000 0600000130001236   
0601LUH6Y       20220101001995100000005000 0600000130001240   
0601LUH6Y       20220101002000100000005000 0600000130001244   
0601LUH6Y       20220101002005100000005000 0600000130001250   
0601LUH6Y       20220101002010100000005000 0600000130001254   
0601LUH6Y       20220101002015100000005000 0600000130001258   
0601LUH6Y       20220101002020100000005000 0600000130001263   
0601LUH6Y       20220101002025100000005000 0600000130001268   
0601LUH6Y       20220101002030100000005000 0600000130001272   
