00SG               20211210                                                                                   
0601SGB3N       20220101001465100000005000 0300000050000913   
0601SGB3N       20220101001470100000005000 0300000050000918   
0601SGB3N       20220101001475100000005000 0300000050000921   
0601SGB3N       20220101001480100000005000 0300000050000927   
0601SGB3N       20220101001485100000005000 0300000050000932   
0601SGB3N       20220101001490100000005000 0300000050000934   
0601SGB3N       20220101001495100000005000 0300000050000940   
0601SGB3N       20220101001500100000005000 0300000050000944   
0601SGB3N       20220101001505100000005000 0300000050000947   
0601SGB3N       20220101001510100000005000 0300000050000952   
0601SGB3N       20220101001515100000005000 0300000050000957   
0601SGB3N       20220101001520100000005000 0300000050000960   
0601SGB3N       20220101001525100000005000 0300000050000966   
0601SGB3N       20220101001530100000005000 0300000050000972   
0601SGB3N       20220101001535100000005000 0300000050000976   
0601SGB3N       20220101001540100000005000 0300000050000982   
0601SGB3N       20220101001545100000005000 0300000050000987   
0601SGB3N       20220101001550100000005000 0300000050000991   
0601SGB3N       20220101001555100000005000 0300000050000997   
0601SGB3N       20220101001560100000005000 0300000050001002   
0601SGB3N       20220101001565100000005000 0300000050001006   
0601SGB3N       20220101001570100000005000 0300000050001011   
0601SGB3N       20220101001575100000005000 0300000050001017   
0601SGB3N       20220101001580100000005000 0300000050001020   
0601SGB3N       20220101001585100000005000 0300000050001026   
0601SGB3N       20220101001590100000005000 0300000050001031   
0601SGB3N       20220101001595100000005000 0300000050001035   
0601SGB3N       20220101001600100000005000 0300000050001040   
0601SGB3N       20220101001605100000005000 0300000050001046   
0601SGB3N       20220101001610100000005000 0300000050001049   
0601SGB3N       20220101001615100000005000 0300000050001055   
0601SGB3N       20220101001620100000005000 0300000050001061   
0601SGB3N       20220101001625100000005000 0300000050001064   
0601SGB3N       20220101001630100000005000 0300000050001069   
0601SGB3N       20220101001635100000005000 0300000050001075   
0601SGB3N       20220101001640100000005000 0300000050001078   
0601SGB3N       20220101001645100000005000 0300000050001084   
0601SGB3N       20220101001650100000005000 0300000050001090   
0601SGB3N       20220101001655100000005000 0300000050001093   
0601SGB3N       20220101001660100000005000 0300000050001098   
0601SGB3N       20220101001665100000005000 0300000050001104   
0601SGB3N       20220101001670100000005000 0300000050001108   
0601SGB3N       20220101001675100000005000 0300000050001113   
0601SGB3N       20220101001680100000005000 0300000050001119   
0601SGB3N       20220101001685100000005000 0300000050001122   
0601SGB3N       20220101001690100000005000 0300000050001128   
0601SGB3N       20220101001695100000005000 0300000050001134   
0601SGB3N       20220101001700100000005000 0300000050001137   
0601SGB3N       20220101001705100000005000 0300000050001143   
0601SGB3N       20220101001710100000005000 0300000050001149   
0601SGB3N       20220101001715100000005000 0300000050001152   
0601SGB3N       20220101001720100000005000 0300000050001158   
0601SGB3N       20220101001725100000005000 0300000050001164   
0601SGB3N       20220101001730100000005000 0300000050001168   
0601SGB3N       20220101001735100000005000 0300000050001174   
0601SGB3N       20220101001740100000005000 0300000050001180   
0601SGB3N       20220101001745100000005000 0300000050001184   
0601SGB3N       20220101001750100000005000 0300000050001189   
0601SGB3N       20220101001755100000005000 0300000050001193   
0601SGB3N       20220101001760100000005000 0300000050001199   
0601SGB3N       20220101001765100000005000 0300000050001205   
0601SGB3N       20220101001770100000005000 0300000050001208   
0601SGB3N       20220101001775100000005000 0300000050001214   
0601SGB3N       20220101001780100000005000 0300000050001220   
0601SGB3N       20220101001785100000005000 0300000050001223   
0601SGB3N       20220101001790100000005000 0300000050001229   
0601SGB3N       20220101001795100000005000 0300000050001234   
0601SGB3N       20220101001800100000005000 0300000050001238   
0601SGB3N       20220101001805100000005000 0300000050001244   
0601SGB3N       20220101001810100000005000 0300000050001249   
0601SGB3N       20220101001815100000005000 0300000050001252   
0601SGB3N       20220101001820100000005000 0300000050001258   
0601SGB3N       20220101001825100000005000 0300000050001263   
0601SGB3N       20220101001830100000005000 0300000050001266   
0601SGB3N       20220101001835100000005000 0300000050001272   
0601SGB3N       20220101001840100000005000 0300000050001277   
0601SGB3N       20220101001845100000005000 0300000050001280   
0601SGB3N       20220101001850100000005000 0300000050001286   
0601SGB3N       20220101001855100000005000 0300000050001291   
0601SGB3N       20220101001860100000005000 0300000050001294   
0601SGB3N       20220101001865100000005000 0300000050001300   
0601SGB3N       20220101001870100000005000 0300000050001305   
0601SGB3N       20220101001875100000005000 0300000050001308   
0601SGB3N       20220101001880100000005000 0300000050001313   
0601SGB3N       20220101001885100000005000 0300000050001318   
0601SGB3N       20220101001890100000005000 0300000050001321   
0601SGB3N       20220101001895100000005000 0300000050001326   
0601SGB3N       20220101001900100000005000 0300000050001331   
0601SGB3N       20220101001905100000005000 0300000050001334   
0601SGB3N       20220101001910100000005000 0300000050001339   
0601SGB3N       20220101001915100000005000 0300000050001344   
0601SGB3N       20220101001920100000005000 0300000050001347   
0601SGB3N       20220101001925100000005000 0300000050001352   
0601SGB3N       20220101001930100000005000 0300000050001357   
0601SGB3N       20220101001935100000005000 0300000050001360   
0601SGB3N       20220101001940100000005000 0300000050001364   
0601SGB3N       20220101001945100000005000 0300000050001369   
0601SGB3N       20220101001950100000005000 0300000050001372   
0601SGB3N       20220101001955100000005000 0300000050001377   
0601SGB3N       20220101001960100000005000 0300000050001382   
0601SGB3N       20220101001965100000005000 0300000050001384   
0601SGB3N       20220101001970100000005000 0300000050001389   
0601SGB3N       20220101001975100000005000 0300000050001394   
0601SGB3N       20220101001980100000005000 0300000050001397   
0601SGB3N       20220101001985100000005000 0300000050001401   
0601SGB3N       20220101001990100000005000 0300000050001406   
0601SGB3N       20220101001995100000005000 0300000050001409   
0601SGB3N       20220101002000100000005000 0300000050001413   
0601SGB3N       20220101002005100000005000 0300000050001418   
0601SGB3N       20220101002010100000005000 0300000050001420   
0601SGB3N       20220101002015100000005000 0300000050001425   
0601SGB3N       20220101002020100000005000 0300000050001429   
0601SGB3N       20220101002025100000005000 0300000050001432   
0601SGB3N       20220101002030100000005000 0300000050001436   
0601SGB3N       20220101002035100000005000 0300000050001441   
0601SGB3N       20220101002040100000005000 0300000050001443   
0601SGB3N       20220101002045100000005000 0300000050001447   
0601SGB3N       20220101002050100000005000 0300000050001450   
0601SGB3N       20220101002055100000005000 0300000050001455   
0601SGB3N       20220101002060100000005000 0300000050001459   
0601SGB3N       20220101002065100000005000 0300000050001461   
0601SGB3N       20220101002070100000005000 0300000050001466   
0601SGB3N       20220101002075100000005000 0300000050001470   
0601SGB3N       20220101002080100000005000 0300000050001472   
0601SGB3N       20220101002085100000005000 0300000050001477   
0601SGB3N       20220101002090100000005000 0300000050001481   
0601SGB3N       20220101002095100000005000 0300000050001483   
0601SGB3N       20220101002100100000005000 0300000050001487   
0601SGB3N       20220101002105100000005000 0300000050001491   
0601SGB3N       20220101002110100000005000 0300000050001494   
0601SGB3N       20220101002115100000005000 0300000050001498   
0601SGB3N       20220101002120100000005000 0300000050001502   
0601SGB3N       20220101002125100000005000 0300000050001504   
0601SGB3N       20220101002130100000005000 0300000050001509   
0601SGB3N       20220101002135100000005000 0300000050001512   
0601SGB3N       20220101002140100000005000 0300000050001515   
0601SGB3N       20220101002145100000005000 0300000050001519   
0601SGB3N       20220101002150100000005000 0300000050001523   
0601SGB3N       20220101002155100000005000 0300000050001525   
0601SGB3N       20220101002160100000005000 0300000050001529   
0601SGB3N       20220101002165100000005000 0300000050001533   
0601SGB3N       20220101002170100000005000 0300000050001535   
0601SGB3N       20220101002175100000005000 0300000050001539   
0601SGB3N       20220101002180100000005000 0300000050001543   
0601SGB3N       20220101002185100000005000 0300000050001545   
0601SGB3N       20220101002190100000005000 0300000050001549   
0601SGB3N       20220101002195100000005000 0300000050001553   
0601SGB3N       20220101002200100000005000 0300000050001555   
0601SGB3N       20220101002205100000005000 0300000050001559   
0601SGB3N       20220101002210100000005000 0300000050001563   
0601SGB3N       20220101002215100000005000 0300000050001565   
0601SGB3N       20220101002220100000005000 0300000050001568   
0601SGB3N       20220101002225100000005000 0300000050001573   
0601SGB3N       20220101002230100000005000 0300000050001575   
0601SGB3N       20220101002235100000005000 0300000050001578   
0601SGB3N       20220101002240100000005000 0300000050001582   
0601SGB3N       20220101002245100000005000 0300000050001584   
0601SGB3N       20220101002250100000005000 0300000050001588   
0601SGB3N       20220101002255100000005000 0300000050001592   
0601SGB3N       20220101002260100000005000 0300000050001594   
0601SGB3N       20220101002265100000005000 0300000050001597   
0601SGB3N       20220101002270100000005000 0300000050001601   
0601SGB3N       20220101002275100000005000 0300000050001603   
0601SGB3N       20220101002280100000005000 0300000050001607   
0601SGB3N       20220101002285100000005000 0300000050001611   
0601SGB3N       20220101002290100000005000 0300000050001613   
0601SGB3N       20220101002295100000005000 0300000050001616   
