00VD               20220112                                                                                   
0601VDH9N       20220101000990100000005000 0900000000000178   
0601VDH9N       20220101000995100000005000 0900000000000183   
0601VDH9N       20220101001000100000005000 0900000000000187   
0601VDH9N       20220101001005100000005000 0900000000000193   
0601VDH9N       20220101001010100000005000 0900000000000197   
0601VDH9N       20220101001015100000005000 0900000000000201   
0601VDH9N       20220101001020100000005000 0900000000000205   
0601VDH9N       20220101001025100000005000 0900000000000211   
0601VDH9N       20220101001030100000005000 0900000000000215   
0601VDH9N       20220101001035100000005000 0900000000000221   
0601VDH9N       20220101001040100000005000 0900000000000225   
0601VDH9N       20220101001045100000005000 0900000000000229   
0601VDH9N       20220101001050100000005000 0900000000000236   
0601VDH9N       20220101001055100000005000 0900000000000240   
0601VDH9N       20220101001060100000005000 0900000000000245   
0601VDH9N       20220101001065100000005000 0900000000000250   
0601VDH9N       20220101001070100000005000 0900000000000257   
0601VDH9N       20220101001075100000005000 0900000000000262   
0601VDH9N       20220101001080100000005000 0900000000000267   
0601VDH9N       20220101001085100000005000 0900000000000271   
0601VDH9N       20220101001090100000005000 0900000000000278   
0601VDH9N       20220101001095100000005000 0900000000000283   
0601VDH9N       20220101001100100000005000 0900000000000288   
0601VDH9N       20220101001105100000005000 0900000000000294   
0601VDH9N       20220101001110100000005000 0900000000000299   
0601VDH9N       20220101001115100000005000 0900000000000306   
0601VDH9N       20220101001120100000005000 0900000000000310   
0601VDH9N       20220101001125100000005000 0900000000000315   
0601VDH9N       20220101001130100000005000 0900000000000319   
0601VDH9N       20220101001135100000005000 0900000000000325   
0601VDH9N       20220101001140100000005000 0900000000000330   
0601VDH9N       20220101001145100000005000 0900000000000336   
0601VDH9N       20220101001150100000005000 0900000000000341   
0601VDH9N       20220101001155100000005000 0900000000000345   
0601VDH9N       20220101001160100000005000 0900000000000351   
0601VDH9N       20220101001165100000005000 0900000000000356   
0601VDH9N       20220101001170100000005000 0900000000000359   
0601VDH9N       20220101001175100000005000 0900000000000366   
0601VDH9N       20220101001180100000005000 0900000000000371   
0601VDH9N       20220101001185100000005000 0900000000000377   
0601VDH9N       20220101001190100000005000 0900000000000384   
0601VDH9N       20220101001195100000005000 0900000000000389   
0601VDH9N       20220101001200100000005000 0900000000000394   
0601VDH9N       20220101001205100000005000 0900000000000402   
0601VDH9N       20220101001210100000005000 0900000000000406   
0601VDH9N       20220101001215100000005000 0900000000000411   
0601VDH9N       20220101001220100000005000 0900000000000418   
0601VDH9N       20220101001225100000005000 0900000000000423   
0601VDH9N       20220101001230100000005000 0900000000000430   
0601VDH9N       20220101001235100000005000 0900000000000435   
0601VDH9N       20220101001240100000005000 0900000000000440   
0601VDH9N       20220101001245100000005000 0900000000000447   
0601VDH9N       20220101001250100000005000 0900000000000451   
0601VDH9N       20220101001255100000005000 0900000000000456   
0601VDH9N       20220101001260100000005000 0900000000000463   
0601VDH9N       20220101001265100000005000 0900000000000467   
0601VDH9N       20220101001270100000005000 0900000000000472   
0601VDH9N       20220101001275100000005000 0900000000000479   
0601VDH9N       20220101001280100000005000 0900000000000483   
0601VDH9N       20220101001285100000005000 0900000000000489   
0601VDH9N       20220101001290100000005000 0900000000000495   
0601VDH9N       20220101001295100000005000 0900000000000500   
0601VDH9N       20220101001300100000005000 0900000000000508   
0601VDH9N       20220101001305100000005000 0900000000000512   
0601VDH9N       20220101001310100000005000 0900000000000521   
0601VDH9N       20220101001315100000005000 0900000000000526   
0601VDH9N       20220101001320100000005000 0900000000000530   
0601VDH9N       20220101001325100000005000 0900000000000538   
0601VDH9N       20220101001330100000005000 0900000000000544   
0601VDH9N       20220101001335100000005000 0900000000000548   
0601VDH9N       20220101001340100000005000 0900000000000556   
0601VDH9N       20220101001345100000005000 0900000000000561   
0601VDH9N       20220101001350100000005000 0900000000000565   
0601VDH9N       20220101001355100000005000 0900000000000573   
0601VDH9N       20220101001360100000005000 0900000000000578   
0601VDH9N       20220101001365100000005000 0900000000000584   
0601VDH9N       20220101001370100000005000 0900000000000590   
0601VDH9N       20220101001375100000005000 0900000000000597   
0601VDH9N       20220101001380100000005000 0900000000000601   
0601VDH9N       20220101001385100000005000 0900000000000607   
0601VDH9N       20220101001390100000005000 0900000000000613   
0601VDH9N       20220101001395100000005000 0900000000000618   
0601VDH9N       20220101001400100000005000 0900000000000625   
0601VDH9N       20220101001405100000005000 0900000000000630   
0601VDH9N       20220101001410100000005000 0900000000000634   
0601VDH9N       20220101001415100000005000 0900000000000642   
0601VDH9N       20220101001420100000005000 0900000000000646   
0601VDH9N       20220101001425100000005000 0900000000000652   
0601VDH9N       20220101001430100000005000 0900000000000657   
0601VDH9N       20220101001435100000005000 0900000000000664   
0601VDH9N       20220101001440100000005000 0900000000000668   
0601VDH9N       20220101001445100000005000 0900000000000673   
0601VDH9N       20220101001450100000005000 0900000000000679   
0601VDH9N       20220101001455100000005000 0900000000000683   
0601VDH9N       20220101001460100000005000 0900000000000689   
0601VDH9N       20220101001465100000005000 0900000000000694   
0601VDH9N       20220101001470100000005000 0900000000000700   
0601VDH9N       20220101001475100000005000 0900000000000704   
0601VDH9N       20220101001480100000005000 0900000000000709   
0601VDH9N       20220101001485100000005000 0900000000000714   
0601VDH9N       20220101001490100000005000 0900000000000719   
0601VDH9N       20220101001495100000005000 0900000000000725   
0601VDH9N       20220101001500100000005000 0900000000000728   
0601VDH9N       20220101001505100000005000 0900000000000733   
0601VDH9N       20220101001510100000005000 0900000000000739   
0601VDH9N       20220101001515100000005000 0900000000000743   
0601VDH9N       20220101001520100000005000 0900000000000748   
0601VDH9N       20220101001525100000005000 0900000000000753   
0601VDH9N       20220101001530100000005000 0900000000000758   
0601VDH9N       20220101001535100000005000 0900000000000762   
0601VDH9N       20220101001540100000005000 0900000000000768   
0601VDH9N       20220101001545100000005000 0900000000000772   
0601VDH9N       20220101001550100000005000 0900000000000776   
0601VDH9N       20220101001555100000005000 0900000000000782   
0601VDH9N       20220101001560100000005000 0900000000000785   
0601VDH9N       20220101001565100000005000 0900000000000790   
0601VDH9N       20220101001570100000005000 0900000000000795   
0601VDH9N       20220101001575100000005000 0900000000000799   
0601VDH9N       20220101001580100000005000 0900000000000805   
0601VDH9N       20220101001585100000005000 0900000000000811   
0601VDH9N       20220101001590100000005000 0900000000000816   
0601VDH9N       20220101001595100000005000 0900000000000821   
0601VDH9N       20220101001600100000005000 0900000000000825   
0601VDH9N       20220101001605100000005000 0900000000000832   
0601VDH9N       20220101001610100000005000 0900000000000835   
0601VDH9N       20220101001615100000005000 0900000000000837   
0601VDH9N       20220101001620100000005000 0900000000000841   
0601VDH9N       20220101001625100000005000 0900000000000843   
0601VDH9N       20220101001630100000005000 0900000000000845   
0601VDH9N       20220101001635100000005000 0900000000000848   
0601VDH9N       20220101001640100000005000 0900000000000851   
0601VDH9N       20220101001645100000005000 0900000000000854   
0601VDH9N       20220101001650100000005000 0900000000000856   
0601VDH9N       20220101001655100000005000 0900000000000859   
0601VDH9N       20220101001660100000005000 0900000000000862   
0601VDH9N       20220101001665100000005000 0900000000000864   
0601VDH9N       20220101001670100000005000 0900000000000867   
0601VDH9N       20220101001675100000005000 0900000000000869   
0601VDH9N       20220101001680100000005000 0900000000000872   
0601VDH9N       20220101001685100000005000 0900000000000873   
0601VDH9N       20220101001690100000005000 0900000000000875   
0601VDH9N       20220101001695100000005000 0900000000000877   
0601VDH9N       20220101001700100000005000 0900000000000880   
0601VDH9N       20220101001705100000005000 0900000000000882   
0601VDH9N       20220101001710100000005000 0900000000000885   
0601VDH9N       20220101001715100000005000 0900000000000890   
0601VDH9N       20220101001720100000005000 0900000000000893   
0601VDH9N       20220101001725100000005000 0900000000000898   
0601VDH9N       20220101001730100000005000 0900000000000902   
0601VDH9N       20220101001735100000005000 0900000000000906   
0601VDH9N       20220101001740100000005000 0900000000000911   
0601VDH9N       20220101001745100000005000 0900000000000914   
0601VDH9N       20220101001750100000005000 0900000000000917   
0601VDH9N       20220101001755100000005000 0900000000000921   
0601VDH9N       20220101001760100000005000 0900000000000926   
0601VDH9N       20220101001765100000005000 0900000000000930   
0601VDH9N       20220101001770100000005000 0900000000000933   
0601VDH9N       20220101001775100000005000 0900000000000938   
0601VDH9N       20220101001780100000005000 0900000000000941   
0601VDH9N       20220101001785100000005000 0900000000000944   
0601VDH9N       20220101001790100000005000 0900000000000950   
0601VDH9N       20220101001795100000005000 0900000000000952   
0601VDH9N       20220101001800100000005000 0900000000000956   
0601VDH9N       20220101001805100000005000 0900000000000963   
0601VDH9N       20220101001810100000005000 0900000000000964   
0601VDH9N       20220101001815100000005000 0900000000000970   
0601VDH9N       20220101001820100000005000 0900000000000973   
